run_uuid,Model,Dataset,ARI,Parameters,Time (s),NMI,Silhouette,DBI
9a17e74ce6df48548947c3ff1aee0e67,Clique,garber-2001,0.061668556146088224,$\tau=0.41$; $P=23$,0.25586034706793725,0.14251255820924147,-0.013309263522482807,2.7402841710477173
9bc6ef4c9f7144a28dea55c9ca3065ad,OPTICS,alizadeh-2000-v2,0.3949979912849221,$n_{\text{min}}=2$,0.04954570811241865,0.4504112281365785,-0.06493845366884958,1.8471796032903227
a0dce9f8d6194ea29c2ddd056c8dd5bf,CoHiRF,alizadeh-2000-v2,0.8306733331766323,$C=2$; $q=30$; $R=3$,0.016346457414329052,0.7565019996354967,0.1751412746018062,1.8520914586451966
a4b7d37a5053498b808baf7eb237f212,Projective K-Means,alizadeh-2000-v2,0.11738474918319583,$C=2$,0.23526980727910995,0.20225285951911015,0.05400108600304859,3.9834948285463114
a6590a8872a84e55b7d58c9c0f7667f3,Complete Agglomerative,garber-2001,0.28330570101133395,$C=14$,0.018732313998043537,0.35760572093780746,0.08481290096309778,1.1703834842334595
a8b86613280a4b6d96e315851fe5c45a,Average Agglomerative,alizadeh-2000-v2,0.8095906181508171,$C=4$,0.019119281321763992,0.7707638599529745,0.1656776706262497,1.2166228815085212
aa2e50c0a5ae4e2cbca9f15fb9753c6b,Single Agglomerative,alizadeh-2000-v2,-0.021907836000274707,$C=2$,0.011437070555984974,0.013595121399000444,0.2680143484786016,0.5801835414003349
abb99feb2f38453c8802f9c8a5a6d1e1,OPTICS,coil-20,0.09245670275576821,$n_{\text{min}}=8$,5.224758160300553,0.5608984783527959,-0.08676313223468318,1.6819175486626308
af913d5b4f7e42be98ee14dfe82bf3f3,MeanShift,coil-20,7.696256205826628e-05,,30.971587911248207,0.025484922452586444,0.1817417529845949,0.9327712675815099
afbaad5724bd4d28aa6a723ebdc87e03,CoHiRF,coil-20,0.46420116683516344,$C=10$; $q=8$; $R=7$,0.5135518684983253,0.7488163180500202,0.1469965948931945,1.3452383609677696
bc305533dc5e4acaa3c2f5db6457abdc,SC-SRGF,garber-2001,0.17528586013745004,$C=4$; $r=0.76$; $m=21$,0.16210695449262857,0.2511126231779632,0.00786258542480192,3.5664645746327683
bc55920b4fdc4ba187b4683160fc5921,Affinity Propagation,alizadeh-2000-v2,0.362816327826378,$\lambda=0.86$,0.011788450181484222,0.6312281514450008,0.08326838759571385,2.023095910237943
bf190180e85045a18d12755519c59b46,IRFLLRR,garber-2001,-0.015035779419711853,$C=8$; $\lambda=1$; $\alpha=4$; $c=0.10$; $p=0.95$,6.606879632920027,0.14661418145985194,-0.15989779820695793,3.7344266221285096
cf60c7a72f5b47ad94b7e200c7300d84,CoHiRF,garber-2001,0.2980845706378107,$C=2$; $q=18$; $R=10$,0.12805783655494452,0.32575404133492913,-0.00458783989986123,2.290800937789162
db4d35945b1b4064a85ef9c6c534906c,MeanShift,alizadeh-2000-v2,-0.042739736510126476,,2.352131448686123,0.025240983830745026,0.1617825800849171,0.6650616358681294
ddf815511006417099b1277136c423dd,K-Means,garber-2001,0.18816663084910248,$C=3$,0.021952196955680847,0.19170824207202353,0.10971518669367632,2.2707537802002897
f1b08809c2fa41c0a10b2e67b198af2c,Ward's Method,garber-2001,0.19997897032883144,$C=13$,0.020971997641026974,0.34980909426349155,0.03223173419946796,1.5038591409071065
f23635d39fa14f96a5717b1e9e2e1123,OPTICS,garber-2001,0.06767736756576843,$n_{\text{min}}=9$,0.11964691709727049,0.06503015855461385,0.10413777281854986,3.6155823253511827
fb91ce25f00c40de8d765846d99d880c,Projective K-Means,garber-2001,0.11465179859447133,$C=7$,21.086727301590145,0.12292243179166147,-0.005664023567625963,3.2804782365861653
